id,name,type,subtype,cost,ar,rarity,affinity,text,flavor_text,protocol_note,help_text
E1-193,"Tobo, First-Strike Archer",Avatar,Operator,1B,2/1,rare,Bitcoin,First Strike — deals clash damage before Avatars without First Strike.,"The outage brought drama, while First-Strike Archer brought a multimeter.",A coinbase output must mature for 100 blocks before it can be spent.,Deals or redirects damage.
E1-194,Fast Channel,Protocol,,B,,rare,Bitcoin,"You may play any number of Resources on each of your turns.\nWhenever you play a Resource, if it wasn't the first Resource you played this turn, this Protocol deals 1 damage to you.",The boring path became the reliable path under Fast Channel.,A coinbase output must mature for 100 blocks before it can be spent.,Deals or redirects damage.
E1-195,Quiet Block,Zap,,B,,common,Bitcoin,Prevent all clash damage that would be dealt this turn.,Every millisecond filed paperwork after meeting Quiet Block.,BIP-16 P2SH commits to a redeem script by its hash.,Deals or redirects damage.
E1-196,"Arbadacarba, Natural Hashrate",Avatar,Miner,2BBBB,8/8,rare,Bitcoin,"Overflow (This Avatar can deal excess clash damage to the player it's attacking.)\nAt the beginning of your Maintenance, this Avatar deals 8 damage to you unless you pay BBBB.","Trust arrived late, so Natural Hashrate verified without it.",BIP-16 P2SH commits to a redeem script by its hash.,Deals or redirects damage. Can push excess clash damage through to Uptime.
E1-197,"BK, Feedback Grower",Avatar,Operator,3B,2/2,rare,Bitcoin,"Whenever this Avatar is dealt damage, put a +1/+1 marker on it.",The dashboard blinked red until it met Feedback Grower.,BIP-141 separates witness data from legacy transaction serialization.,Deals or redirects damage.
E1-198,"Longy, Resource Sovereign",Avatar,Operator,3BBB,*/*,rare,Bitcoin,"While idle, Action/Resilience equal your Bitcoin Resources; while attacking, they equal the defender's. Commit: target Resource is Bitcoin while Longy remains.","No cape was required, though Resource Sovereign did bring spare batteries.",BIP-141 separates witness data from legacy transaction serialization.,Uses committing as the cost for a repeatable effect.
E1-199,Number Go Up,Zap,,B,,common,Bitcoin,Target Avatar gets +3 Action and +3 Resilience until end of turn.,The shortest meeting on record had one agenda item: Number Go Up.,SegWit prevents witness changes from altering the legacy transaction id.,Makes an Avatar stronger.
E1-200,"Shillie, Mesh Sentinel",Avatar,Guardian,3B,2/4,common,Bitcoin,Broadcast Guard (This Avatar can block Avatars with Broadcast.),The bug filed a retreat notice when Mesh Sentinel opened the logs.,SegWit prevents witness changes from altering the legacy transaction id.,Can usually be blocked only by another Broadcaster.
E1-201,"BK, Bear Market Builder",Avatar,Builder,1B,2/2,common,Bitcoin,No special ability.,Consensus took minutes; Bear Market Builder's cable labels took seconds.,A SegWit block commits to witness data through its coinbase transaction.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-202,Network Storm,Operation,,XB,,uncommon,Bitcoin,Network Storm deals X damage to each Avatar with Broadcast and each player.,The rollout had a rollback and both approved Network Storm.,A SegWit block commits to witness data through its coinbase transaction.,Deals or redirects damage. Can usually be blocked only by another Broadcaster.
E1-203,Resource Freeze,Operation,,2B,,uncommon,Bitcoin,Decommission target Resource.,Every moving part received an introduction during Resource Freeze.,BIP-173 Bech32 strings use a human-readable prefix and checksum.,Removes a card from the Network.
E1-204,Instant Boot,Protocol,Attachment,B,,uncommon,Bitcoin,Attach to Avatar\nAttached Avatar may attack as though it did not have Boot Delay.\n0: unlock attached Avatar. Activate only during your turn and only once each turn.,"Everyone brought assumptions, but Instant Boot brought a specification.",BIP-173 Bech32 strings use a human-readable prefix and checksum.,Lets a committed card become usable again.
E1-205,"Mtoshi, Rooted Node",Avatar,Node,4B,3/5,common,Bitcoin,No special ability.,The edge feels like home when Rooted Node has the keys.,BIP-350 assigns Bech32m to witness versions 1 through 16.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-206,Migrating Workload,Protocol,Attachment,1BB,,rare,Bitcoin,"Attach to Resource\nWhen attached Resource becomes committed, decommission it. That Resource's controller may attach this Attachment to a Resource of their choice.",The exception asked for permission before approaching Migrating Workload.,BIP-350 assigns Bech32m to witness versions 1 through 16.,Removes a card from the Network.
E1-207,"Tobo, Resource Unlocker",Avatar,Operator,2B,1/1,uncommon,Bitcoin,Commit: unlock target Resource.,Even the air gap makes small talk with Resource Unlocker.,BIP-21 defines bitcoin: URIs for payment requests.,Lets a committed card become usable again.
E1-208,Keys Invalidation,Protocol,,BB,,uncommon,Bitcoin,BB: marker target Keys card on the Queue.,A sticky note achieved consensus and grew into Keys Invalidation.,BIP-21 defines bitcoin: URIs for payment requests.,Deploy this Protocol to change how the Network behaves over time.
E1-209,Bitcoin Rewrite,Zap,,B,,rare,Bitcoin,Target card on the Queue or Network card becomes Bitcoin. (Resource symbols on that Network card remain unchanged.),The incident channel gained one emoji and one decisive Bitcoin Rewrite.,BIP-22 defines the getblocktemplate mining RPC.,Play this while other cards wait on the Queue to make a timely response.
E1-210,Living Hardware,Protocol,Attachment,B,,rare,Bitcoin,"Attach to Hardware. Damage to you adds that many vitality markers. At Maintenance, remove one to gain 1 Uptime.",Nothing says romance like deterministic behavior from Living Hardware.,BIP-22 defines the getblocktemplate mining RPC.,Deals or redirects damage.
E1-211,Resource Awakening,Protocol,,3B,,rare,Bitcoin,All Bitcoin Resources are 1/1 Avatars that are still Resources.,The meeting ended early because Resource Awakening had executable minutes.,BIP-34 places the block height in the coinbase transaction.,Deploy this Protocol to change how the Network behaves over time.
E1-212,"Arbadacarba, Grid Steward",Avatar,Builder,B,1/1,common,Bitcoin,Commit: generate 1 Bitcoin Resource.,The packet took the scenic route and still saluted Grid Steward.,BIP-34 places the block height in the coinbase transaction.,Generates extra Resources for larger plays.
E1-213,Attention Market,Protocol,Attachment,1BB,,uncommon,Bitcoin,Attach to Avatar\nAll Avatars able to block attached Avatar do so.,The Network slept better once Attention Market checked the locks.,BIP-66 requires strict DER encoding for ECDSA signatures.,Deploy this Protocol to change how the Network behaves over time.
E1-214,Topology Scan,Zap,,B,,rare,Bitcoin,"Look at the top three cards of target player's Stack, then put them back in any order. You may have that player shuffle.","Latency rehearsed an excuse, but Topology Scan had already resolved.",BIP-66 requires strict DER encoding for ECDSA signatures.,Play this while other cards wait on the Queue to make a timely response.
E1-215,Reboot Protocol,Protocol,Attachment,1B,,common,Bitcoin,"Attach to Avatar (Target an Avatar as you play this. This card enters attached to that Avatar.)\nB: Reboot attached Avatar. (The next time that Avatar would be decommissioned this turn, instead commit it, remove it from clash, and heal all damage on it.)",The fine print became infrastructure when Reboot Protocol entered the Network.,BIP-125 signals replaceability with an input sequence below 0xfffffffe.,Deals or redirects damage. Removes a card from the Network.
E1-216,Recovery Phrase,Operation,,1B,,uncommon,Bitcoin,Return target card from your Archive to your Wallet.,The schedule feared drift until it encountered Recovery Phrase.,BIP-125 signals replaceability with an input sequence below 0xfffffffe.,Moves a card into an Archive.
E1-217,"Shillie, Tiny Broadcaster",Avatar,Broadcaster,B,1/1,common,Bitcoin,Broadcast,"Uptime is a team sport, according to Tiny Broadcaster and the patched router.",BIP-152 reconstructs compact blocks from a receiver's known transactions.,Can usually be blocked only by another Broadcaster.
E1-218,"Tobo, Bitcoin Backchanneler",Avatar,Broadcaster,B,1/1,common,Bitcoin,Backchannel — Bitcoin (This Avatar can't be blocked while the defending player controls a Bitcoin Resource.),The status page calmed down as soon as Bitcoin Backchanneler picked up a wrench.,BIP-152 reconstructs compact blocks from a receiver's known transactions.,Can slip past players using the named Resource.
E1-219,Uptime Stream,Operation,,XB,,common,Bitcoin,Target player gains X Uptime.,"The Network practiced once, then performed Uptime Stream without a soloist.",BIP-157 lets clients fetch compact filters instead of every transaction.,Play this during your main phase for a one-time strategic effect.
E1-220,"Mtoshi, Finality Keeper",Avatar,Guardian,3BB,2/4,uncommon,Bitcoin,"Whenever this Avatar blocks or becomes blocked by a non-Firewall Avatar, decommission that Avatar at end of clash.",Nobody assigned the incident; it simply looked nervous around Finality Keeper.,BIP-157 lets clients fetch compact filters instead of every transaction.,Removes a card from the Network.
E1-221,"BK, Mesh Pack",Avatar,Operator,B,1/1,rare,Bitcoin,Mesh.,A second opinion arrived wearing Mesh Pack's tool belt.,BIP-158 encodes basic compact filters with Golomb-coded sets.,Deals or redirects damage. Can coordinate with other Mesh Avatars during clashes.
E1-222,Protocol Reset,Operation,,2B,,common,Bitcoin,Decommission all Protocols.,The plan left the whiteboard and returned wearing Protocol Reset.,BIP-158 encodes basic compact filters with Golomb-coded sets.,Removes a card from the Network.
E1-223,Timelock Outage,Operation,,3B,,uncommon,Bitcoin,Decommission all Timelock Resources.,Every checklist box stood a little straighter for Timelock Outage.,BIP-133 feefilter messages announce a peer's minimum transaction feerate.,Removes a card from the Network.
E1-224,"Arbadacarba, Protocol Gardener",Avatar,Operator,1BB,0/2,rare,Bitcoin,"Whenever you play a Protocol card on the Queue, you may draw a card.","The runbook says stay calm, and Protocol Gardener added label your cables.",BIP-133 feefilter messages announce a peer's minimum transaction feerate.,Puts more cards in your Wallet.
E1-225,"Longy, Thorn Firewall",Avatar,Firewall,2B,2/3,uncommon,Bitcoin,Firewall (This Avatar can't attack.)\nB: Reboot this Avatar.,Even the fallback plan has a fallback when Thorn Firewall joins the call.,BIP-130 sendheaders asks peers to announce new blocks by header.,Can keep an Avatar in the Network after damage.
E1-226,"Shillie, Cold Firewall",Avatar,Firewall,2B,0/7,uncommon,Bitcoin,Firewall (This Avatar can't attack.),The Network asked for a hero; Cold Firewall submitted a tested patch.,BIP-130 sendheaders asks peers to announce new blocks by header.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-227,"Tobo, Wooden Firewall",Avatar,Firewall,B,0/3,common,Bitcoin,Firewall (This Avatar can't attack.),Every antenna found its horizon when Wooden Firewall climbed the roof.,BIP-159 defines NODE_NETWORK_LIMITED for nodes serving recent blocks.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-228,Restless Client,Protocol,Attachment,2B,,uncommon,Bitcoin,"Attach to Avatar\nAt the beginning of the Maintenance of attached Avatar's controller, this Attachment deals 1 damage to that player.",Every rule has an edge case; Restless Client packed it a lunch.,BIP-159 defines NODE_NETWORK_LIMITED for nodes serving recent blocks.,Deals or redirects damage.
E1-229,"BK, Heavy Settler",Avatar,Operator,3B,3/3,common,Bitcoin,Overflow,"The coffee went cold, but the relay stayed warm for Heavy Settler.",BIP-339 negotiates transaction relay using witness transaction ids.,Can push excess clash damage through to Uptime.
E1-230,Mesh Upgrade,Protocol,Attachment,B,,rare,Bitcoin,Attach to Avatar (Target an Avatar as you play this. This card enters attached to that Avatar.)\nAttached Avatar gets +0 Action and +2 Resilience and has Broadcast Guard. (It can block Avatars with Broadcast.),The whiteboard stopped arguing after Mesh Upgrade drew the final arrow.,BIP-339 negotiates transaction relay using witness transaction ids.,Can usually be blocked only by another Broadcaster. Makes an Avatar stronger.
E1-231,Yield Router,Protocol,Attachment,B,,common,Bitcoin,"Attach to Resource\nWhenever attached Resource is committed for Resource, its controller generates 1 additional Bitcoin Resource.",A handshake became a habit wherever Yield Router was deployed.,Bitcoin Core's mempool holds valid unconfirmed transactions.,Generates extra Resources for larger plays.
E1-232,Entry Fee Device,Hardware,,2,,rare,,"Whenever a Resource enters, this Hardware deals 2 damage to that Resource's controller.",A blinking light found meaningful employment inside Entry Fee Device.,The Bitcoin whitepaper describes peer-to-peer electronic cash without a trusted third party.,Deals or redirects damage.
E1-233,Basalt Battery,Hardware,,3,,uncommon,,This Hardware doesn't unlock during your unlock step.\nCommit: generate 3 neutral Resources.\n3: unlock this Hardware.,The spare cable finally met its destiny beside Basalt Battery.,Bitcoin's timestamp server hashes each new record together with the previous timestamp.,Generates extra Resources for larger plays. Lets a committed card become usable again.
E1-234,Wallet Pressure,Hardware,,1,,uncommon,,"As this Hardware enters, choose an opponent.\nAt the beginning of the chosen player's Maintenance, this Hardware deals X damage to that player, where X is the number of cards in their Wallet minus 4.",Nothing rattles in Wallet Pressure except one very confident screw.,Bitcoin's timestamp server hashes each new record together with the previous timestamp.,Deals or redirects damage.
E1-235,Resource Prism,Hardware,,3,,uncommon,,"2, Commit: generate 1 Resource of any affinity.",The workbench made room before Resource Prism even arrived.,Simplified payment verification checks headers and a Merkle branch.,Generates extra Resources for larger plays.
E1-236,Chaos Kernel,Hardware,,2,,rare,,"Toss module — Commit: toss Chaos Kernel from at least one card-height above the Network. Archive each non-proxy card it touches, then archive Chaos Kernel.",A tiny fan applauds every successful cycle inside Chaos Kernel.,Simplified payment verification checks headers and a Merkle branch.,Moves a card into an Archive.
E1-237,"Cuddy, Clockwork Node",Hardware Avatar,Node,6,0/4,rare,,"Enters with seven +1/+0 markers; remove one after it attacks or blocks.\nX, Commit — Maintenance: refill up to X markers, to a maximum of seven.",The Queue behaved all afternoon under Clockwork Node's suspiciously polite stare.,The Bitcoin whitepaper recommends a new key pair for each transaction for privacy.,Uses committing as the cost for a repeatable effect.
E1-238,Damage Limiter,Hardware,,4,,uncommon,,"3, Commit: Prevent the next 2 damage that would be dealt to you this turn.",The warranty says robust; the dents on Damage Limiter say field-tested.,The Bitcoin whitepaper recommends a new key pair for each transaction for privacy.,Deals or redirects damage.
E1-239,Uptime Clock,Hardware,,2,,uncommon,,"At the beginning of each player's Maintenance, this Hardware deals 1 damage to that player.",The rubber duck approved the wiring diagram for Uptime Clock.,Hashcash prices an email stamp as a partial hash collision.,Deals or redirects damage.
E1-240,Timelock Receiver,Hardware,,1,,uncommon,,"Whenever a player play a Timelock card on the Queue, you may pay 1. If you do, you gain 1 Uptime.",One port remains unused so Timelock Receiver can claim mysterious potential.,Hashcash prices an email stamp as a partial hash collision.,Deploy this Hardware for a lasting tool you can build around.
E1-241,Resource Tombstone,Hardware,,4,,rare,,"2, Commit — Maintenance: mark target non-Keys Resource; it becomes Keys. If this is archived, at each future Maintenance remove all its marks from one marked Resource.",The rack gained both capacity and personality from Resource Tombstone.,Wei Dai's b-money described money using a collective ledger of account balances.,Moves a card into an Archive.
E1-242,Resource Exit Sensor,Hardware,,4,,rare,,"Whenever a Resource is put into an Archive from the Network, this Hardware deals 2 damage to that Resource's controller.",A screwdriver took a victory lap around Resource Exit Sensor.,Wei Dai's b-money described money using a collective ledger of account balances.,Deals or redirects damage. Moves a card into an Archive.
E1-243,Wallet Scrubber,Hardware,,3,,rare,,"3, Commit: Target player discards a card. Activate only during your turn.",The uptime graph sent a thank-you note to Wallet Scrubber.,Nick Szabo's bit gold proposal chained proof-of-work strings by timestamp.,Reduces the options in an opponent's Wallet.
E1-244,Damage Firewall,Hardware,,3,,rare,,"1: The next time an unblocked Avatar of your choice would deal clash damage to you this turn, prevent all but 1 of that damage.",Dust asked for access and was denied by Damage Firewall.,Nick Szabo's bit gold proposal chained proof-of-work strings by timestamp.,Deals or redirects damage.
E1-245,Hashrate Gauntlet,Hardware,,4,,rare,,"Power Avatars get +1 Action and +1 Resilience.\nWhenever a Power Resource is committed for Resource, its controller generates 1 additional Power Resource.",The useful machine in the corner finally got a name: Hashrate Gauntlet.,A Cypherpunk's Manifesto frames privacy as selective revelation.,Generates extra Resources for larger plays.
E1-246,Public Wallet Viewer,Hardware,,1,,uncommon,,Commit: Look at target player's Wallet.,The status LED on Public Wallet Viewer only blinks in complete sentences.,A Cypherpunk's Manifesto frames privacy as selective revelation.,Uses committing as the cost for a repeatable effect.
E1-247,Mesh Router,Hardware,,1,,rare,,"1, Commit: target Avatar gains Mesh this turn.","Every connector clicked on the first try around Mesh Router, allegedly.",Chaum's blind-signature scheme lets a signer sign without seeing the message.,Deals or redirects damage. Can coordinate with other Mesh Avatars during clashes.
E1-248,Open Feed,Hardware,,2,,rare,,"At the beginning of each player's draw step, if this Hardware is unlocked, that player draws an additional card.",A quiet hum is how Open Feed tells jokes.,Chaum's blind-signature scheme lets a signer sign without seeing the message.,Puts more cards in your Wallet. Lets a committed card become usable again.
E1-249,Cold Storage Controller,Hardware,,4,,uncommon,,"1, Commit: commit target Hardware, Avatar, or Resource.",The breaker panel keeps a respectful distance from Cold Storage Controller.,Haber and Stornetta linked document timestamps to reveal later tampering.,Uses committing as the cost for a repeatable effect.
E1-250,Identity Mask,Hardware,,2,,rare,,"X: deploy an Avatar from your Wallet face down as a 2/2 neutral Avatar. Turn it face up when it would deal or receive damage, or become committed. X must cover its deploy cost.",No cloud was consulted during the assembly of Identity Mask.,Haber and Stornetta linked document timestamps to reveal later tampering.,Deals or redirects damage.
E1-251,Power Receiver,Hardware,,1,,uncommon,,"Whenever a player play a Power card on the Queue, you may pay 1. If you do, you gain 1 Uptime.",The toolbox calls Power Receiver its most successful side project.,"OpenPGP packets can carry encrypted data, signatures and public keys.",Deploy this Hardware for a lasting tool you can build around.
E1-252,Signal Receiver,Hardware,,1,,uncommon,,"Whenever a player play a Signal card on the Queue, you may pay 1. If you do, you gain 1 Uptime.","The manual had three pages, and Signal Receiver used all of them as coasters.","OpenPGP packets can carry encrypted data, signatures and public keys.",Deploy this Hardware for a lasting tool you can build around.
E1-253,Damage Router,Hardware,,4,,rare,,"1: The next time a source of your choice would deal damage to target Avatar this turn, that source deals that damage to you instead.",A blinking light found meaningful employment inside Damage Router.,Tor onion services let clients connect without learning a service's network location.,Deals or redirects damage.
E1-254,Hot Wallet Statue,Hardware,,4,,uncommon,,2: This Hardware becomes a 3/6 Golem Hardware Avatar until end of clash. Activate only during clash.,The spare cable finally met its destiny beside Hot Wallet Statue.,Tor onion services let clients connect without learning a service's network location.,Deploy this Hardware for a lasting tool you can build around.
E1-255,Genesis Archive,Hardware,Archive,4,,rare,,"4, Commit: Draw a card.",Nothing rattles in Genesis Archive except one very confident screw.,BIP-174 PSBT separates transaction coordination from private-key custody.,Puts more cards in your Wallet.
E1-256,"FLX, Unstoppable Rig",Hardware Avatar,Node,4,5/3,uncommon,,This Avatar attacks each clash if able.\nThis Avatar can't be blocked by Firewalls.,Someone said impossible; Unstoppable Rig heard needs one more adapter.,BIP-174 PSBT separates transaction coordination from private-key custody.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-257,Keyed Resource Bell,Hardware,,4,,rare,,All Keys Resources are 1/1 Keys Avatars that are still Resources.,The workbench made room before Keyed Resource Bell even arrived.,BIP-157 compact filters support client-side transaction matching.,Deploy this Hardware for a lasting tool you can build around.
E1-258,Memory Palace,Hardware,,1,,uncommon,,"You have no maximum Wallet size.\nIf an effect causes you to discard a card, discard it, but you may put it on top of your Stack instead of into your Archive.",A tiny fan applauds every successful cycle inside Memory Palace.,BIP-157 compact filters support client-side transaction matching.,Reduces the options in an opponent's Wallet. Moves a card into an Archive.
E1-259,"MHB, Living Firewall",Hardware Avatar,Firewall,4,0/6,uncommon,,Firewall (This Avatar can't attack.)\n1: Reboot this Avatar.,"The outage brought drama, while Living Firewall brought a multimeter.",NIP-19 encodes Nostr entities in human-readable bech32 strings.,Can keep an Avatar in the Network after damage.
E1-260,Boost Converter,Hardware,,1,,rare,,"Doesn't unlock normally. At Maintenance, pay 4 to unlock it. If committed at draw, it deals 1 damage to you. Commit: generate 3 neutral Resources.",The warranty says robust; the dents on Boost Converter say field-tested.,NIP-19 encodes Nostr entities in human-readable bech32 strings.,Puts more cards in your Wallet. Deals or redirects damage.
E1-261,Low-Power Mode,Hardware,,1,,rare,,Avatars with Action 3 or greater don't unlock during their controllers' unlock steps.,The rubber duck approved the wiring diagram for Low-Power Mode.,BOLT 4 reveals only the next routing instruction to each forwarding hop.,Lets a committed card become usable again.
E1-262,Bitcoin Seed,Hardware,,0,,rare,,Commit: generate 1 Bitcoin Resource.,One port remains unused so Bitcoin Seed can claim mysterious potential.,BOLT 4 reveals only the next routing instruction to each forwarding hop.,Generates extra Resources for larger plays.
E1-263,Keys Shard,Hardware,,0,,rare,,Commit: generate 1 Keys Resource.,The rack gained both capacity and personality from Keys Shard.,Bitcoin Core descriptors describe whole families of wallet scripts.,Generates extra Resources for larger plays.
E1-264,Signal Beacon,Hardware,,0,,rare,,Commit: generate 1 Signal Resource.,A screwdriver took a victory lap around Signal Beacon.,Bitcoin Core descriptors describe whole families of wallet scripts.,Generates extra Resources for larger plays.
E1-265,Power Cell,Hardware,,0,,rare,,Commit: generate 1 Power Resource.,The uptime graph sent a thank-you note to Power Cell.,Bitcoin Core signet is a test network with a configurable block-signing challenge.,Generates extra Resources for larger plays.
E1-266,Timelock Crystal,Hardware,,0,,rare,,Commit: generate 1 Timelock Resource.,Dust asked for access and was denied by Timelock Crystal.,Bitcoin Core signet is a test network with a configurable block-signing challenge.,Generates extra Resources for larger plays.
E1-267,Network Reset Disk,Hardware,,4,,rare,,"This Hardware enters committed.\n1, Commit: decommission all Hardware, Avatars, and Protocols.",The useful machine in the corner finally got a name: Network Reset Disk.,Bitcoin Core regtest gives local tests complete control over block production.,Removes a card from the Network.
E1-268,"Michael1011, Obsidian Node",Hardware Avatar,Node,6,4/6,uncommon,,No special ability.,"Trust arrived late, so Obsidian Node verified without it.",Bitcoin Core regtest gives local tests complete control over block production.,Deploy this Avatar to defend your Uptime or pressure an opponent.
E1-269,Fault Injector,Hardware,,4,,uncommon,,"3, Commit: This Hardware deals 1 damage to any target.",The status LED on Fault Injector only blinks in complete sentences.,AssumeUTXO can make a node usable while historical validation continues.,Deals or redirects damage.
E1-270,Genesis Ring,Hardware,,1,,uncommon,,Commit: generate 2 neutral Resources.,"Every connector clicked on the first try around Genesis Ring, allegedly.",AssumeUTXO can make a node usable while historical validation continues.,Generates extra Resources for larger plays.
E1-271,Archive Listener,Hardware,,1,,uncommon,,"Whenever an Avatar is decommissioned, you may pay 1. If you do, you gain 1 Uptime.",A quiet hum is how Archive Listener tells jokes.,BIP-39 mnemonic words encode entropy plus a checksum.,Removes a card from the Network.
E1-272,Resource Converter,Hardware,,3,,rare,,You may spend Signal Resource as though it were Power Resource.,The breaker panel keeps a respectful distance from Resource Converter.,BIP-39 mnemonic words encode entropy plus a checksum.,Deploy this Hardware for a lasting tool you can build around.
E1-273,Swarm Node,Hardware,,5,,rare,,"5, Commit: create a 1/1 neutral Insect Hardware Avatar proxy with Broadcast. Name it Swarm Drone.",No cloud was consulted during the assembly of Swarm Node.,BIP-32 extended public keys derive watch-only address branches.,Can usually be blocked only by another Broadcaster.
E1-274,Keys Receiver,Hardware,,1,,uncommon,,"Whenever a player play a Keys card on the Queue, you may pay 1. If you do, you gain 1 Uptime.",The toolbox calls Keys Receiver its most successful side project.,BIP-32 extended public keys derive watch-only address branches.,Deploy this Hardware for a lasting tool you can build around.
E1-275,Timelock Vault,Hardware,,2,,rare,,"Timelock Vault enters committed. It does not unlock normally. You may skip a turn to unlock it. Commit: after this turn, take one additional turn.","The manual had three pages, and Timelock Vault used all of them as coasters.",BIP-85 derives repeatable child entropy without storing extra random seeds.,Gives you another full turn after this one. Lets a committed card become usable again.
E1-276,Difficulty Winter,Hardware,,2,,rare,,"As long as this Hardware is unlocked, players can't unlock more than one Resource during their unlock steps.",A blinking light found meaningful employment inside Difficulty Winter.,BIP-85 derives repeatable child entropy without storing extra random seeds.,Lets a committed card become usable again.
E1-277,Bitcoin Receiver,Hardware,,1,,uncommon,,"Whenever a player play a Bitcoin card on the Queue, you may pay 1. If you do, you gain 1 Uptime.",The spare cable finally met its destiny beside Bitcoin Receiver.,"NIP-11 relay documents can advertise software, policy and supported NIPs.",Deploy this Hardware for a lasting tool you can build around.
E1-278,Power–Keys Junction,Resource,Keys / Power,,,rare,Keys / Power,Commit: generate 1 Keys or 1 Power.,The edge became a neighborhood after Power–Keys Junction switched on.,"NIP-11 relay documents can advertise software, policy and supported NIPs.",Play this as your Resource for the turn. Commit it to pay in either affinity.
E1-279,Keys–Bitcoin Junction,Resource,Keys / Bitcoin,,,rare,Keys / Bitcoin,Commit: generate 1 Keys or 1 Bitcoin.,A local cable found global purpose through Keys–Bitcoin Junction.,NIP-78 stores application-specific data in replaceable events.,Play this as your Resource for the turn. Commit it to pay in either affinity.
E1-280,Power–Signal Junction,Resource,Power / Signal,,,rare,Signal / Power,Commit: generate 1 Power or 1 Signal.,The commons keeps the kettle warm beside Power–Signal Junction.,NIP-78 stores application-specific data in replaceable events.,Play this as your Resource for the turn. Commit it to pay in either affinity.
E1-281,Bitcoin–Signal Junction,Resource,Bitcoin / Signal,,,rare,Signal / Bitcoin,Commit: generate 1 Bitcoin or 1 Signal.,No permission slip was harmed while building Bitcoin–Signal Junction.,BOLT 8 derives fresh transport keys during its authenticated handshake.,Play this as your Resource for the turn. Commit it to pay in either affinity.
E1-282,Signal–Keys Junction,Resource,Signal / Keys,,,rare,Signal / Keys,Commit: generate 1 Signal or 1 Keys.,The shortest route to abundance runs through Signal–Keys Junction.,BOLT 8 derives fresh transport keys during its authenticated handshake.,Play this as your Resource for the turn. Commit it to pay in either affinity.
E1-283,Power–Bitcoin Junction,Resource,Power / Bitcoin,,,rare,Power / Bitcoin,Commit: generate 1 Power or 1 Bitcoin.,"The lights stayed on and credited Power–Bitcoin Junction, plus sensible maintenance.",BIP-152 compact blocks save bandwidth by sending short transaction identifiers.,Play this as your Resource for the turn. Commit it to pay in either affinity.
E1-284,Bitcoin–Timelock Junction,Resource,Bitcoin / Timelock,,,rare,Timelock / Bitcoin,Commit: generate 1 Bitcoin or 1 Timelock.,A spare watt found honest work inside Bitcoin–Timelock Junction.,BIP-152 compact blocks save bandwidth by sending short transaction identifiers.,Play this as your Resource for the turn. Commit it to pay in either affinity.
E1-285,Signal–Timelock Junction,Resource,Signal / Timelock,,,rare,Signal / Timelock,Commit: generate 1 Signal or 1 Timelock.,The Network planted one seed and labeled it Signal–Timelock Junction.,A reproducible build lets independent builders compare resulting binaries.,Play this as your Resource for the turn. Commit it to pay in either affinity.
E1-286,Timelock–Keys Junction,Resource,Timelock / Keys,,,rare,Timelock / Keys,Commit: generate 1 Timelock or 1 Keys.,"Every route needs a junction, and this one answers to Timelock–Keys Junction.",A reproducible build lets independent builders compare resulting binaries.,Play this as your Resource for the turn. Commit it to pay in either affinity.
E1-287,Signal Commons — Sunrise,Basic Resource,Signal,,,common,Signal,Commit: generate 1 Signal.,The neighborhood gained one more useful sunrise from Signal Commons — Sunrise.,NIP-57 defines signed zap receipts as kind 9735 events.,Play this as your Resource for the turn. Commit it to generate Signal.
E1-288,Signal Commons — Rooftop,Basic Resource,Signal,,,common,Signal,Commit: generate 1 Signal.,Capacity became a shared verb around Signal Commons — Rooftop.,NIP-65 stores preferred relay lists in kind 10002 events.,Play this as your Resource for the turn. Commit it to generate Signal.
E1-289,Timelock Channel — Dawn,Basic Resource,Timelock,,,common,Timelock,Commit: generate 1 Timelock.,Useful capacity grows wherever Timelock Channel — Dawn gets a clean connection.,Lightning moves bitcoin off-chain by cooperation while retaining on-chain enforcement.,Play this as your Resource for the turn. Commit it to generate Timelock.
E1-290,Timelock Channel — Midnight,Basic Resource,Timelock,,,common,Timelock,Commit: generate 1 Timelock.,The edge became a neighborhood after Timelock Channel — Midnight switched on.,Lightning moves bitcoin off-chain by cooperation while retaining on-chain enforcement.,Play this as your Resource for the turn. Commit it to generate Timelock.
E1-291,Key Vault — Workshop,Basic Resource,Keys,,,common,Keys,Commit: generate 1 Keys.,A local cable found global purpose through Key Vault — Workshop.,BIP-129 gives multisig wallets a common setup-file format.,Play this as your Resource for the turn. Commit it to generate Keys.
E1-292,Key Vault — Cold Room,Basic Resource,Keys,,,common,Keys,Commit: generate 1 Keys.,The commons keeps the kettle warm beside Key Vault — Cold Room.,BIP-129 gives multisig wallets a common setup-file format.,Play this as your Resource for the turn. Commit it to generate Keys.
E1-293,Power Plant — Solar,Basic Resource,Power,,,common,Power,Commit: generate 1 Power.,No permission slip was harmed while building Power Plant — Solar.,Block templates expose the target a miner must satisfy.,Play this as your Resource for the turn. Commit it to generate Power.
